시군구명,시설종류,시설명,장기요양지정기관 여부,도로명 주소,지번 주소,전화번호,FAX번호,우편번호,입소정원,입소현원-계,입소현원-남자,입소현원-여자,입소현원-등급내(시설급여1~5급),입소현원-등급외,입소현원-기초수급자,입소현원-기초수급자외,종사자정원,종사자현원-계,종사자현원-남자,종사자현원-여자,종사자현원-정규직,종사자현원-비정규직,설치일자,설치주체-지자체,설치주체-민간,운영주체-구분,운영주체-법인(단체)명,영리/비영리,비고,WGS84위도,WGS84경도
안산시 상록구,노인요양시설(개정법),사랑마루한대앞요양원,지정,경기도 안산시 상록구 광덕1로 379,경기도 안산시 상록구 이동 715-2번지,031-438-6665,031-438-6664,15494,36,36,8,28,35,1,1,35,23,23,0,23,5,18,2015-09-04,,개인,개인,,영리,,37.3086493157,126.8512432313
안산시 상록구,노인요양시설(개정법),사랑요양원,지정,경기도 안산시 상록구 예술광장1로 124,경기도 안산시 상록구 성포동 593-10번지,031-410-2242,031-410-2221,15291,46,44,4,40,44,0,5,39,30,30,0,30,5,25,2012-12-28,,개인,개인,,영리,,37.3267477487,126.8444733190
안산시 상록구,노인요양시설(개정법),사랑의공동체요양원,지정,경기도 안산시 상록구 구룡동길 27,경기도 안산시 상록구 일동 129-7번지,031-416-1603,031-407-1297,15324,20,18,5,13,17,1,4,14,14,14,2,12,3,11,2016-11-01,,개인,개인,,영리,,37.3134667577,126.8703529644
안산시 상록구,노인요양공동생활가정,사랑채,지정,경기도 안산시 상록구 항가울로 229,경기도 안산시 상록구 사동 1176-14번지,031-417-2572,031-417-2570,15586,7,7,3,4,6,1,2,5,6,6,0,6,2,4,2013-04-01,,개인,개인,,영리,,37.3008434834,126.8430959788
안산시 상록구,노인요양시설(개정법),상록노인요양원,지정,경기도 안산시 상록구 충장로5길 14,경기도 안산시 상록구 이동 587-3번지,031-407-9638,031-418-0628,15513,28,26,9,17,23,3,5,21,16,16,1,15,3,13,2008-05-27,,개인,개인,,영리,,37.3070781626,126.8590090636
안산시 상록구,노인요양시설(개정법),상록수요양원,지정,경기도 안산시 상록구 석호로 196,경기도 안산시 상록구 사동 1318-1번지,031-409-4544,031-409-4546,15591,58,57,17,40,56,1,16,41,47,47,3,44,9,38,2014-05-16,,개인,개인,,영리,,37.2953434569,126.8526211685
안산시 상록구,요양시설내치매전담실가형1실,상록수요양원,지정,경기도 안산시 상록구 석호로 196,경기도 안산시 상록구 사동 1318-1번지,031-409-4544,031-409-4546,15591,12,0,0,0,0,0,0,0,41,41,3,38,9,32,2014-05-16,,개인,개인,,영리,,37.2953434569,126.8526211685
안산시 상록구,요양시설내치매전담실가형2실,상록수요양원,지정,경기도 안산시 상록구 석호로 196,경기도 안산시 상록구 사동 1318-1번지,031-409-4544,031-409-4546,15591,12,0,0,0,0,0,0,0,41,41,3,38,9,32,2014-05-16,,개인,개인,,영리,,37.2953434569,126.8526211685
안산시 상록구,노인요양공동생활가정,상록천사의집,지정,경기도 안산시 상록구 매화로1길 41-1,경기도 안산시 상록구 이동 583-9번지,031-418-0622,031-418-0628,15513,9,7,3,4,7,0,5,2,5,5,1,4,2,3,2011-01-18,,개인,개인,,영리,,37.3061371300,126.8600100605
안산시 상록구,노인요양공동생활가정,성심노인요양공동생활가정,지정,경기도 안산시 상록구 예술광장1로 46,경기도 안산시 상록구 월피동 445-18번지,031-411-8187,031-414-8183,15288,7,6,0,6,6,0,0,6,5,5,0,5,2,3,2017-11-01,,개인,개인,,영리,,37.3293663979,126.8469451396
안산시 상록구,노인요양공동생활가정,수 요양원1,지정,경기도 안산시 상록구 석호로 99,경기도 안산시 상록구 사동 1185-12번지,031-438-2300,031-438-2386,15580,9,9,2,7,9,0,3,6,5,5,0,5,2,3,2011-07-01,,개인,개인,,영리,,37.3025527688,126.8473801804
안산시 상록구,노인요양공동생활가정,수 요양원2,지정,경기도 안산시 상록구 석호로 99,경기도 안산시 상록구 사동 1185-12번지,031-438-2300,031-438-2386,15580,9,8,0,8,8,0,2,6,5,5,0,5,2,3,2011-07-01,,개인,개인,,영리,,37.3025527688,126.8473801804
안산시 상록구,노인요양시설(개정법),아가페요양원,지정,경기도 안산시 상록구 구룡로 74,경기도 안산시 상록구 일동 102-3번지,031-406-0674,031-406-2600,15324,45,42,15,27,42,0,6,36,31,31,3,28,7,24,2017-09-01,,개인,개인,,영리,,37.3152711568,126.8723580296
안산시 상록구,노인요양시설(개정법),안산성광요양원,지정,경기도 안산시 상록구 예술광장1로 88,경기도 안산시 상록구 성포동 593-23번지,031-506-8090,031-414-8090,15291,105,94,9,85,94,0,14,80,61,61,2,59,11,50,2014-03-01,,개인,개인,,영리,,37.3267296599,126.8477242073
안산시 상록구,노인요양시설(개정법),안산시립노인전문요양원,지정,경기도 안산시 상록구 차돌배기로 26,경기도 안산시 상록구 사동 1586번지,031-409-3691,031-409-3672,15585,81,82,8,74,53,29,44,38,53,53,2,51,10,43,2008-06-16,위탁,,사회복지법인,사회복지법인안산제일복지재단,비영리,,37.2995577734,126.8469434484
안산시 상록구,노인요양시설(개정법),안산의료복지 사회적협동조합 꿈꾸는집요양원,지정,경기도 안산시 상록구 예술광장1로 46,경기도 안산시 상록구 월피동 445-18번지,031-401-9933,031-401-9901,15288,40,34,7,27,30,4,3,31,28,28,1,27,6,22,2011-03-09,,단체(법인외),기타,안산의료복지사회적협동조합,비영리,,37.3293663979,126.8469451396
안산시 상록구,노인요양시설(개정법),양지홈 요양원,지정,경기도 안산시 상록구 건건6길 15-4,경기도 안산시 상록구 건건동 711번지,031-502-7077,031-502-7379,15521,75,30,3,27,30,0,2,28,25,25,2,23,4,21,2008-06-16,,사회복지법인,사회복지법인,사회복지법인 양지홈재단,비영리,,37.3080151035,126.9055383198
안산시 상록구,노인요양시설(개정법),어르신이 행복한세상,지정,경기도 안산시 상록구 양지편로 36,경기도 안산시 상록구 이동 715-10번지,031-414-1119,031-414-2119,15494,29,29,4,25,27,2,4,25,20,20,0,20,4,16,2014-01-21,,개인,개인,,영리,,37.3093526067,126.8512823271
안산시 상록구,노인요양공동생활가정,엘림,지정,경기도 안산시 상록구 용신로 240,경기도 안산시 상록구 사동 1186-3번지,031-403-2221,031-403-2232,15580,9,7,2,5,6,1,2,5,6,6,2,4,2,4,2010-02-16,,개인,개인,,영리,,37.3030567707,126.8488765601
안산시 상록구,노인요양시설(개정법),연희요양원,지정,경기도 안산시 상록구 본삼로 11,경기도 안산시 상록구 본오동 878-11번지,031-408-1447,031-409-1447,15537,28,28,6,22,28,0,6,22,18,18,0,18,5,13,2015-02-01,,개인,개인,,영리,,37.3012396908,126.8611347748
안산시 상록구,노인요양공동생활가정,오손도손요양원,지정,경기도 안산시 상록구 한양대학로 40,경기도 안산시 상록구 사동 1570-4번지,031-501-2230,031-501-2231,15577,9,8,2,6,8,0,1,7,6,6,0,6,2,4,2012-02-04,,개인,개인,,영리,,37.3009561317,126.8390442568
안산시 상록구,노인요양시설(개정법),우리집요양원,지정,경기도 안산시 상록구 예술광장1로 126,경기도 안산시 상록구 성포동 593-11번지,031-485-8004,031-485-8003,15291,23,19,7,12,19,0,1,18,15,15,0,15,3,12,2014-03-01,,개인,개인,,영리,,37.3269263267,126.8441670108
안산시 상록구,노인요양공동생활가정,은빛요양원,지정,경기도 안산시 상록구 시낭로 28,경기도 안산시 상록구 월피동 460-4번지,031-483-7179,031-483-7142,15280,9,9,0,9,9,0,1,8,7,7,0,7,3,4,2016-06-01,,개인,개인,,영리,,37.3348523406,126.8528805424
안산시 상록구,노인요양공동생활가정,은빛요양원1호점,지정,경기도 안산시 상록구 시낭로 28,경기도 안산시 상록구 월피동 460-4번지,031-401-6135,031-401-6138,15280,9,9,2,7,9,0,2,7,8,8,0,8,3,5,2016-04-01,,개인,개인,,영리,,37.3348523406,126.8528805424
안산시 상록구,노인요양시설(개정법),정다운요양원,지정,경기도 안산시 상록구 광덕1로 362,경기도 안산시 상록구 이동 717-2번지,031-406-0926,031-406-0928,15495,41,37,5,32,33,4,2,35,27,27,3,24,5,22,2016-04-01,,개인,개인,,영리,,37.3070838716,126.8501395332
안산시 상록구,노인요양시설(개정법),정원실버요양원,지정,,경기도 안산시 상록구 사동 1346번지 상록수타운월드아파트,031-406-8852,031-406-8853,15624,20,20,7,13,20,0,2,18,13,13,1,12,3,10,2014-04-22,,개인,개인,,영리,,37.2875333941,126.8535229104
안산시 상록구,노인요양시설(개정법),주는사랑요양원,지정,경기도 안산시 상록구 양지편로 34,경기도 안산시 상록구 이동 715-9번지,031-418-3275,031-417-3274,15494,30,29,10,19,29,0,4,25,17,17,1,16,3,14,2018-02-08,,개인,개인,,영리,,37.3092070934,126.8510465998
안산시 상록구,노인요양공동생활가정,참사랑요양원-1호,지정,경기도 안산시 상록구 항가울로 241,경기도 안산시 상록구 사동 1172-14번지,031-419-4660,031-419-4661,15586,9,8,1,7,8,0,1,7,14,14,1,13,3,11,2009-12-18,,개인,개인,,영리,,37.3019069991,126.8430754449
안산시 상록구,노인요양공동생활가정,참사랑요양원-2호,지정,경기도 안산시 상록구 항가울로 241,경기도 안산시 상록구 사동 1172-14번지,031-419-4660,031-419-4661,15586,9,4,3,1,4,0,0,4,19,19,1,18,5,14,2009-12-18,,개인,개인,,영리,,37.3019069991,126.8430754449
안산시 상록구,노인요양공동생활가정,참조은재활요양원,지정,경기도 안산시 상록구 석호로 50,경기도 안산시 상록구 이동 694-5번지,031-418-4224,031-418-8228,15496,7,7,1,6,7,0,1,6,6,6,0,6,2,4,2014-04-01,,개인,개인,,영리,,37.3070232179,126.8473076919
안산시 상록구,노인요양공동생활가정,참조은재활요양원2,지정,경기도 안산시 상록구 석호로 50,경기도 안산시 상록구 이동 694-5번지,031-418-4224,031-418-8228,15496,7,8,2,6,8,0,1,7,4,4,0,4,2,2,2014-04-01,,개인,개인,,영리,,37.3070232179,126.8473076919
안산시 상록구,노인요양시설(개정법),탐라요양원,지정,경기도 안산시 상록구 예술광장1로 124,경기도 안산시 상록구 성포동 593-10번지,031-411-8877,031-411-1878,15291,46,44,11,33,43,1,7,37,29,29,6,23,5,24,2014-03-21,,개인,개인,,영리,,37.3267477487,126.8444733190
안산시 상록구,노인요양공동생활가정,푸른초장요양원,지정,경기도 안산시 상록구 네고지2길 41,경기도 안산시 상록구 사동 1318-8번지,031-409-3491,02-6280-7001,15591,9,6,0,6,6,0,2,4,12,12,0,12,2,10,2008-06-30,,개인,개인,,영리,,37.2951439277,126.8523972275
안산시 상록구,노인요양공동생활가정,한울노인전문요양원,지정,경기도 안산시 상록구 중보로 21,경기도 안산시 상록구 이동 718-5번지,031-408-7890,031-409-4405,15495,9,9,0,9,8,1,1,8,7,7,0,7,3,4,2010-02-09,,개인,개인,,영리,,37.3060267647,126.8496859799
안산시 상록구,노인요양시설(개정법),햇빛요양원,지정,경기도 안산시 상록구 호동로 20,경기도 안산시 상록구 일동 552-13번지,031-408-3400,031-408-3600,15321,29,29,5,24,28,1,3,26,17,17,1,16,3,14,2016-09-19,,그외법인,주식회사,주식회사햇빛요양원,영리,,37.3180573461,126.8607441650
안산시 상록구,노인요양공동생활가정,행복드림요양원,지정,경기도 안산시 상록구 석삼말로 19,경기도 안산시 상록구 일동 667-3번지,031-501-1437,031-504-1711,15517,8,1,0,1,1,0,1,0,6,6,2,4,2,4,2011-03-02,,개인,개인,,영리,,37.3039977530,126.8661327662
안산시 상록구,노인요양공동생활가정,행복드림요양원2,지정,경기도 안산시 상록구 석삼말로 19,경기도 안산시 상록구 일동 667-3번지,031-501-1437,031-504-1711,15517,8,5,0,5,5,0,1,4,5,5,1,4,2,3,2011-03-30,,개인,개인,,영리,,37.3039977530,126.8661327662
안산시 상록구,노인요양공동생활가정,행복한실버요양원,지정,경기도 안산시 상록구 선진6길 62,경기도 안산시 상록구 사동 1483-2번지,031-416-1477,031-486-1479,15632,7,3,0,3,3,0,2,1,8,8,0,8,4,4,2009-10-30,,개인,개인,,영리,,37.2812845478,126.8498199663
안산시 상록구,노인요양시설(개정법),효경요양원,지정,경기도 안산시 상록구 예술광장1로 52,경기도 안산시 상록구 월피동 445-20번지,031-405-6605,031-405-6604,15288,46,46,12,34,46,0,9,37,31,31,1,30,7,24,2012-09-07,,개인,개인,,영리,,37.3290454048,126.8475800240
안산시 상록구,노인요양공동생활가정,효도의집,지정,경기도 안산시 상록구 오목로 97,경기도 안산시 상록구 본오동 850-6번지,031-407-7620,031-409-7620,15561,9,7,1,6,7,0,3,4,7,7,0,7,2,5,2016-05-09,,개인,개인,,영리,,37.2903928760,126.8689432816
안산시 상록구,노인요양시설(개정법),효사랑 요양원,지정,경기도 안산시 상록구 중보로 49,경기도 안산시 상록구 이동 716-3번지,031-501-1161,031-502-1161,15495,25,24,5,19,24,0,7,17,19,19,1,18,5,14,2010-07-07,,개인,개인,,영리,,37.3076805687,126.8521091704
안산시 상록구,노인요양시설(개정법),효사랑2요양원,지정,경기도 안산시 상록구 중보로 49,경기도 안산시 상록구 이동 716-3번지,031-501-1162,031-501-1163,15495,16,15,0,15,14,1,1,14,12,12,1,11,4,8,2013-09-10,,개인,개인,,영리,,37.3076805687,126.8521091704
안산시 상록구,노인요양공동생활가정,효사랑복지요양원,지정,경기도 안산시 상록구 석호로 218,경기도 안산시 상록구 사동 1320-5번지,031-406-3782,031-406-3778,15591,8,8,0,8,8,0,3,5,6,6,0,6,2,4,2014-11-06,,개인,개인,,영리,,37.2940745821,126.8546515889
안산시 상록구,노인요양공동생활가정,효사랑복지요양원2,지정,경기도 안산시 상록구 석호로 218,경기도 안산시 상록구 사동 1320-5번지,031-406-3782,031-484-6883,15591,8,9,2,7,9,0,3,6,6,6,0,6,2,4,2014-02-01,,개인,개인,,영리,,37.2940745821,126.8546515889
안산시 상록구,노인요양공동생활가정,효사랑복지요양원3,지정,경기도 안산시 상록구 석호로 218,경기도 안산시 상록구 사동 1320-5번지,031-405-2402,031-405-2403,15591,8,8,1,7,8,0,1,7,7,7,0,7,3,4,2013-11-01,,개인,개인,,영리,,37.2940745821,126.8546515889
안산시 상록구,노인요양공동생활가정,효은실버요양원1,지정,경기도 안산시 상록구 구룡로 9,경기도 안산시 상록구 일동 601-8번지,031-416-6008,031-419-6008,15324,8,8,5,3,8,0,1,7,6,6,1,5,2,4,2015-04-01,,개인,개인,,영리,,37.3116274453,126.8668812347
안산시 상록구,노인요양공동생활가정,효은실버요양원2,지정,경기도 안산시 상록구 구룡로 9,경기도 안산시 상록구 일동 601-8번지,031-416-6008,031-419-6008,15324,8,8,0,8,8,0,1,7,5,5,1,4,2,3,2015-04-01,,개인,개인,,영리,,37.3116274453,126.8668812347
안산시 상록구,노인요양공동생활가정,효은실버요양원3,지정,경기도 안산시 상록구 구룡로 9,경기도 안산시 상록구 일동 601-8번지,031-416-6008,031-419-6008,15324,8,8,0,8,8,0,1,7,6,6,1,5,2,4,2015-04-01,,개인,개인,,영리,,37.3116274453,126.8668812347
안산시 상록구,노인요양시설(개정법),효진전문요양원,지정,경기도 안산시 상록구 선진4길 21,경기도 안산시 상록구 사동 1481-10번지,031-1600-1889,070-8785-4142,15632,80,75,24,51,70,5,17,58,49,49,1,48,8,41,2017-08-01,,개인,개인,,영리,,37.2803195543,126.8497267445
안성시,노인요양시설(개정법),(A)유니실버 요양원,지정,경기도 안성시 죽산면 죽양대로 197-22,경기도 안성시 죽산면 매산리 687-3번지,031-674-6763,031-674-6764,17518,119,65,21,44,63,2,0,65,36,43,19,24,43,0,2015-12-11,,개인,개인,,영리,,37.0963762716,127.4310291954
안성시,노인요양공동생활가정,공도 요양원,지정,경기도 안성시 공도읍 정봉길 53-2,경기도 안성시 공도읍 만정리 249-1번지,031-656-1412,031-656-1413,17562,9,8,3,5,8,0,1,7,4,4,1,3,4,0,2015-01-30,,개인,개인,,영리,,36.9953088296,127.1760006976
안성시,노인요양시설(개정법),공도물댄요양원,지정,경기도 안성시 공도읍 웅교4길 46-22,경기도 안성시 공도읍 웅교리 351-2번지,031-656-1272,031-656-1273,17566,23,17,3,14,17,0,9,8,14,14,6,8,14,0,2015-04-14,,개인,개인,,영리,,36.9811248929,127.1844542546
안성시,노인요양시설(개정법),구세군안성요양원,지정,경기도 안성시 금석길 22-36,경기도 안성시 금석동 30-1번지,031-671-5471,031-671-5470,17539,60,49,18,31,48,1,5,44,30,34,1,33,34,0,2008-08-22,,그외법인,재단법인,재대한구세군유지재단,비영리,,37.0289810371,127.2702332275
안성시,노인요양시설(개정법),구세군안성평화의마을,지정,경기도 안성시 발화대1길 36-5,경기도 안성시 발화동 132-30번지,031-674-8968,031-674-5712,17596,70,52,16,36,52,0,5,47,35,35,8,27,35,0,2004-03-19,,그외법인,재단법인,재대한구세군유지재단,비영리,,36.9836943683,127.2806509321
안성시,노인요양시설(개정법),기쁨의동산 요양원,지정,경기도 안성시 공도읍 상마정앞길 87-16,경기도 안성시 공도읍 마정리 200-217번지,031-653-1999,031-653-0199,17548,41,39,7,32,39,0,9,30,23,23,3,20,23,0,2015-02-03,,개인,개인,,영리,,37.0184637886,127.1952942553
안성시,노인요양시설(개정법),동부케어공도 노인복지센터,지정,경기도 안성시 공도읍 용머리안길 17,경기도 안성시 공도읍 용두리 502번지,031-651-9250,031-657-9230,17551,49,47,7,40,47,0,7,40,26,26,1,25,26,0,2010-03-01,,개인,개인,,영리,,37.0049902053,127.1630227678
안성시,노인요양시설(개정법),맞춤요양원,지정,경기도 안성시 보개면 이전봉산길 127-19,경기도 안성시 보개면 이전리 143번지,031-675-0505,031-675-8092,17507,20,16,0,16,15,1,2,14,12,12,3,9,11,1,2009-03-24,,개인,개인,,영리,,37.0641908151,127.2895418458
안성시,노인요양시설(개정법),명문가노인요양원,지정,경기도 안성시 보개면 종합운동장로 207,경기도 안성시 보개면 양복리 238번지,031-677-1110,031-677-1180,17508,25,21,2,19,21,0,2,19,15,15,1,14,2,13,2014-03-06,,개인,개인,,영리,,37.0153775952,127.3223098043
안성시,노인요양시설(개정법),무지개뜨는마을,지정,경기도 안성시 미양면 법전길 330-36,경기도 안성시 미양면 법전리 182-3번지,031-671-2102,031-674-1298,17603,85,72,23,49,72,0,31,41,44,48,17,31,48,0,2005-01-18,,개인,개인,,영리,,36.9441777641,127.2067649149
안성시,노인요양시설(개정법),밝은집,지정,경기도 안성시 보개면 남사당로 489,경기도 안성시 보개면 신안리 162번지,031-676-7891,031-676-7893,17508,29,29,2,27,29,0,8,21,18,18,1,17,18,0,2008-07-16,,개인,개인,,영리,,37.0574920261,127.3159580732
안성시,노인요양시설(개정법),베다니복지원,지정,경기도 안성시 서운면 서운초교길 40-3,경기도 안성시 서운면 동촌리 158번지,031-674-4505,031-674-3005,17607,20,18,4,14,18,0,2,16,13,13,2,11,12,1,2005-12-27,,개인,개인,,영리,,36.9448448002,127.2544372559
안성시,노인요양시설(개정법),보금자리 뜰안채,지정,경기도 안성시 공도읍 대림동산길 82,경기도 안성시 공도읍 마정리 200-48번지,031-691-9848,031-691-9820,17548,21,8,1,7,8,0,3,5,10,10,3,7,10,0,2015-03-03,,개인,개인,,영리,,37.0163388361,127.1997880344
안성시,노인요양공동생활가정,부모요양원,지정,경기도 안성시 죽산면 남부길 24-6,경기도 안성시 죽산면 죽산리 519번지,031-676-1772,031-677-1773,17519,9,9,0,9,9,0,2,7,6,6,0,6,6,0,2016-04-26,,개인,개인,,영리,,37.0733020672,127.4204640519
안성시,노인요양공동생활가정,빛드림요양원,지정,경기도 안성시 죽산면 칠장로 238,경기도 안성시 죽산면 칠장리 432번지,031-677-4522,031-677-4523,17524,9,9,3,6,9,0,1,8,5,7,0,7,6,1,2014-03-29,,개인,개인,,영리,,37.0207975498,127.4134475733
안성시,노인요양시설(개정법),사랑의 쉼터,지정,경기도 안성시 양성면 속말길 22-35,경기도 안성시 양성면 명목리 213번지,031-674-2322,031-671-2320,17503,20,14,3,11,14,0,1,13,10,10,2,8,10,0,2005-08-23,,개인,개인,,영리,,37.0321864240,127.1928782699
안성시,노인요양시설(개정법),삼성요양원,지정,경기도 안성시 금광면 배티로 410-23,경기도 안성시 금광면 석하리 288-2번지,031-675-0331,031-675-7021,17538,29,15,7,8,15,0,6,9,12,12,4,8,1,11,2017-06-30,,개인,개인,,영리,,36.9627639623,127.3129286154
안성시,노인요양공동생활가정,샤론의 집노인요양공동생활가정,지정,경기도 안성시 죽산면 서부길 4-30,경기도 안성시 죽산면 죽산리 638-1번지,031-676-6132,031-676-0994,17519,9,0,0,0,0,0,0,0,1,1,0,1,1,0,2007-06-11,,그외법인,재단법인,재단법인 대한성결교회 죽산대교회,비영리,,37.0759334163,127.4192350349
안성시,노인요양시설(개정법),성모성심요양원,지정,경기도 안성시 금광면 배티로 410-21,경기도 안성시 금광면 석하리 288-9번지,031-676-9350,031-677-9350,17538,25,24,9,15,24,0,8,16,15,15,2,13,14,1,2009-09-15,,개인,개인,,영리,,36.9626643075,127.3126143221
안성시,노인요양시설(개정법),성베드로의집,지정,경기도 안성시 시미실길 251,경기도 안성시 사곡동 263-4번지,031-675-3881,031-675-3885,17539,150,107,22,85,104,3,34,73,64,74,8,66,71,3,2003-09-29,,사회복지법인,사회복지법인,사회복지법인 오로지종합복지원,비영리,,37.0386685481,127.2596565605
안성시,노인요양시설(개정법),소망의집,지정,경기도 안성시 원곡면 평동길 113-68,경기도 안성시 원곡면 산하리 676번지,031-667-6443,031-667-7952,17553,22,19,4,15,19,0,3,16,14,14,1,13,14,0,2007-07-02,,개인,개인,,영리,,37.0687794839,127.1140098594
안성시,노인요양시설(개정법),시니어스 너싱홈,지정,경기도 안성시 양성면 지남촌길 51,경기도 안성시 양성면 명목리 153-1번지,031-674-0365,031-674-0377,17503,25,18,0,18,18,0,8,10,10,10,1,9,10,0,2014-02-11,,개인,개인,,영리,,37.0315300636,127.1970410364
안성시,노인요양공동생활가정,아름다운사람들,지정,경기도 안성시 일죽면 죽화로 501-23,경기도 안성시 일죽면 신흥리 200번지,031-674-7816,031-673-7713,17526,9,7,1,6,7,0,2,5,5,6,1,5,6,0,2015-01-30,,개인,개인,,영리,,37.1065445526,127.4790550328
안성시,노인요양시설(개정법),안성 브니엘 요양원,지정,경기도 안성시 미양면 안골길 41-7,경기도 안성시 미양면 갈전리 2번지,031-674-9995,031-673-0999,17598,60,60,20,40,59,1,15,45,38,38,7,31,36,2,2015-11-27,,개인,개인,,영리,,36.9848179250,127.2389482532
안성시,노인요양시설(개정법),안성보은의 집,지정,경기도 안성시 중앙로451번길 12-11,경기도 안성시 봉산동 26-1번지,031-677-4438,031-674-3844,17590,29,26,3,23,26,0,2,24,16,16,2,14,16,0,2007-11-12,,그외법인,재단법인,재단법인 원불교 경기인천교구,비영리,,37.0065223526,127.2776742218
안성시,노인요양시설(개정법),어르신요양센터 노을,지정,경기도 안성시 공도읍 상마정앞길 24-3,경기도 안성시 공도읍 마정리 203-14번지,031-618-1071,031-618-1072,17548,28,25,5,20,25,0,2,23,16,16,5,11,16,0,2016-03-18,,개인,개인,,영리,,37.0190389246,127.2016885074
안성시,노인요양공동생활가정,예다한노인요양원,지정,경기도 안성시 죽산면 죽주로 153,경기도 안성시 죽산면 두현리 56-24번지,031-676-3891,031-676-3897,17519,9,9,0,9,8,1,0,9,5,6,1,5,6,0,2013-11-29,,개인,개인,,영리,,37.0729814872,127.4132195573
안성시,노인요양시설(개정법),우리행복요양원,지정,경기도 안성시 양성면 마정개나리길 37-9,경기도 안성시 양성면 삼암리 288-1번지,031-657-0018,031-657-0071,17503,49,35,9,26,35,0,10,25,22,22,2,20,4,18,2010-06-30,,개인,개인,,영리,,37.0214489919,127.1993969401
안성시,노인요양시설(개정법),인선사랑요양원,지정,경기도 안성시 양성면 미리내성지로 274-29,경기도 안성시 양성면 미산리 400-1번지,031-673-0836,031-673-1210,17500,230,213,56,157,213,0,26,187,119,128,22,106,128,0,2008-10-29,,그외법인,의료법인,의료법인 인선의료재단,비영리,,37.1291616488,127.2635136454
안성시,노인요양시설(개정법),케어센터마노,지정,경기도 안성시 보개면 남사당로 196-61,경기도 안성시 보개면 복평리 34-17번지,031-677-7582,0504-144-7582,17508,145,72,23,49,70,2,9,63,45,45,5,40,44,1,2010-08-27,,그외법인,의료법인,의료법인 마노효복지의료재단,비영리,,37.0296895314,127.3088406859
안성시,노인요양공동생활가정,태양의집 요양원,지정,경기도 안성시 대덕면 미륵로 174-99,경기도 안성시 대덕면 대농리 38-12번지,031-676-8181,031-676-8180,17504,9,9,2,7,9,0,1,8,5,6,2,4,6,0,2015-11-16,,개인,개인,,영리,,37.0668823760,127.2776219142
안성시,노인요양시설(개정법),파라밀 요양원,지정,경기도 안성시 죽산면 녹배길 135,경기도 안성시 죽산면 장능리 산83-2번지,031-671-3677,031-676-4877,17521,165,125,30,95,124,1,27,98,66,71,16,55,71,0,2002-08-14,,사회복지법인,사회복지법인,사회복지법인 연꽃마을,비영리,,37.0657588099,127.3889531625
안성시,노인요양시설(개정법),평안노인복지관,지정,경기도 안성시 보개면 동평길 192,경기도 안성시 보개면 동평리 16번지,031-674-7550,031-674-7552,17506,19,19,3,16,19,0,4,15,13,13,2,11,12,1,2017-11-17,,개인,개인,,영리,,37.0881620364,127.3302864597
안성시,노인요양시설(개정법),푸른솔 요양원,지정,경기도 안성시 삼죽면 동아예대길 23-27,경기도 안성시 삼죽면 진촌리 566-2번지,031-677-9522,031-677-3386,17516,49,47,14,33,47,0,8,39,28,31,4,27,30,1,2014-11-17,,개인,개인,,영리,,37.0542007012,127.3615836634
안성시,노인요양공동생활가정,하늘정원,지정,경기도 안성시 공도읍 상마정앞길 11,경기도 안성시 공도읍 마정리 200-378번지,031-666-5648,031-652-5648,17548,9,9,0,9,9,0,0,9,5,7,1,6,5,2,2013-06-26,,개인,개인,,영리,,37.0178051542,127.2021654759
안성시,노인요양시설(개정법),한사랑너싱홈,지정,경기도 안성시 죽산면 용설로 372,경기도 안성시 죽산면 용설리 899번지,031-675-0911,031-675-0912,17523,29,27,1,26,27,0,3,24,16,16,3,13,16,0,2012-10-29,,개인,개인,,영리,,37.0534008184,127.4398406461
안성시,노인요양시설(개정법),환희너싱홈,지정,경기도 안성시 일죽면 하동길 24-29,경기도 안성시 일죽면 주천리 518-15번지,031-674-7705,031-672-4908,17528,16,16,2,14,16,0,1,15,11,11,1,10,11,0,2016-11-23,,개인,개인,,영리,,37.0895618765,127.4803874653
안성시,노인요양시설(개정법),희망요양원,지정,경기도 안성시 서운면 서운신기길 60-91,경기도 안성시 서운면 신기리 2-1번지,031-671-3635,031-671-3634,17606,24,20,0,20,20,0,5,15,13,13,2,11,13,0,2009-08-05,,개인,개인,,영리,,36.9622676116,127.2761404162
안양시 동안구,노인요양공동생활가정,꿈에그린요양원 1호점,지정,경기도 안양시 동안구 경수대로883번길 76,경기도 안양시 동안구 비산동 570-21번지,031-384-5851,031-384-5852,13955,9,9,0,9,9,0,2,7,7,7,1,6,6,1,2013-04-19,,개인,개인,,영리,,37.3974749179,126.9345798329
안양시 동안구,노인요양공동생활가정,꿈에그린요양원 2호점,지정,경기도 안양시 동안구 경수대로883번길 76,경기도 안양시 동안구 비산동 570-21번지,031-384-5851,031-384-5852,13955,9,9,0,9,9,0,0,9,7,7,1,6,6,1,2013-04-11,,개인,개인,,영리,,37.3974749179,126.9345798329
안양시 동안구,노인요양시설(개정법),스마트요양원,지정,경기도 안양시 동안구 경수대로 602,경기도 안양시 동안구 호계동 976-4번지,031-427-8823,031-427-0041,14109,48,48,7,41,48,0,5,43,31,31,0,31,29,2,2013-01-30,,개인,개인,,영리,,37.3763773715,126.9564919409
